Datetime,Dirawat,Data kasus,Data Meninggal,Data Sembuh,Remarks,beras,bawang putih,bawang merah,cabai merah,cabai rawit,daging sapi,daging ayam,telur ayam,minyak goreng,gula pasir
3/1/2020 7:00,2,2,0,0,2020-Mar-Week-1,13250,58200,38450,62500,13250,126650,36750,26900,13800,15950
3/2/2020 7:00,2,2,0,0,2020-Mar-Week-1,13250,58200,38450,62500,13250,126650,36750,26900,13800,15950
3/3/2020 7:00,2,2,0,0,2020-Mar-Week-1,13250,58200,38450,62500,13250,126650,36750,26900,13800,15950
3/4/2020 7:00,2,2,0,0,2020-Mar-Week-1,13250,58200,38450,62500,13250,126650,36750,26900,13800,15950
3/5/2020 7:00,-1,0,1,0,2020-Mar-Week-1,13250,58200,38450,62500,13250,126650,36750,26900,13800,15950
3/6/2020 7:00,0,0,0,0,2020-Mar-Week-1,13250,58200,38450,62500,13250,126650,36750,26900,13800,15950
3/7/2020 7:00,-2,0,2,0,2020-Mar-Week-1,13250,58200,38450,62500,13250,126650,36750,26900,13800,15950
3/8/2020 7:00,0,0,0,0,2020-Mar-Week-2,13300,53850,38850,63750,13300,126650,36800,27100,13750,17350
3/9/2020 7:00,-1,0,1,0,2020-Mar-Week-2,13300,53850,38850,63750,13300,126650,36800,27100,13750,17350
3/10/2020 7:00,0,0,0,0,2020-Mar-Week-2,13300,53850,38850,63750,13300,126650,36800,27100,13750,17350
3/11/2020 7:00,0,0,0,0,2020-Mar-Week-2,13300,53850,38850,63750,13300,126650,36800,27100,13750,17350
3/12/2020 7:00,-3,2,1,4,2020-Mar-Week-2,13300,53850,38850,63750,13300,126650,36800,27100,13750,17350
3/13/2020 7:00,0,4,1,3,2020-Mar-Week-2,13300,53850,38850,63750,13300,126650,36800,27100,13750,17350
3/14/2020 7:00,0,2,1,1,2020-Mar-Week-2,13300,53850,38850,63750,13300,126650,36800,27100,13750,17350
3/15/2020 7:00,5,8,3,0,2020-Mar-Week-3,13300,51800,40000,54000,13300,126650,36700,26250,13700,17700
3/16/2020 7:00,-1,2,3,0,2020-Mar-Week-3,13300,51800,40000,54000,13300,126650,36700,26250,13700,17700
3/17/2020 7:00,1,2,1,0,2020-Mar-Week-3,13300,51800,40000,54000,13300,126650,36700,26250,13700,17700
3/18/2020 7:00,0,1,1,0,2020-Mar-Week-3,13300,51800,40000,54000,13300,126650,36700,26250,13700,17700
3/19/2020 7:00,1,2,0,1,2020-Mar-Week-3,13300,51800,40000,54000,13300,126650,36700,26250,13700,17700
3/20/2020 7:00,1,5,3,1,2020-Mar-Week-3,13300,51800,40000,54000,13300,126650,36700,26250,13700,17700
3/21/2020 7:00,-1,8,3,6,2020-Mar-Week-3,13300,51800,40000,54000,13300,126650,36700,26250,13700,17700
3/22/2020 7:00,-1,2,0,3,2020-Mar-Week-4,13400,54150,46700,49800,13400,126650,35250,26350,13700,18850
3/23/2020 7:00,0,0,0,0,2020-Mar-Week-4,13400,54150,46700,49800,13400,126650,35250,26350,13700,18850
3/24/2020 7:00,-6,16,19,3,2020-Mar-Week-4,13400,54150,46700,49800,13400,126650,35250,26350,13700,18850
3/25/2020 7:00,0,1,1,0,2020-Mar-Week-4,13400,54150,46700,49800,13400,126650,35250,26350,13700,18850
3/26/2020 7:00,55,57,2,0,2020-Mar-Week-4,13400,54150,46700,49800,13400,126650,35250,26350,13700,18850
3/27/2020 7:00,61,74,7,6,2020-Mar-Week-4,13400,54150,46700,49800,13400,126650,35250,26350,13700,18850
3/28/2020 7:00,30,48,9,9,2020-Mar-Week-4,13400,54150,46700,49800,13400,126650,35250,26350,13700,18850
3/29/2020 7:00,42,52,10,0,2020-Mar-Week-5,13450,53150,47500,40750,13450,126650,34600,25950,13700,18900
3/30/2020 7:00,26,33,7,0,2020-Mar-Week-5,13450,53150,47500,40750,13450,126650,34600,25950,13700,18900
3/31/2020 7:00,34,44,10,0,2020-Mar-Week-5,13450,53150,47500,40750,13450,126650,34600,25950,13700,18900
4/1/2020 7:00,58,59,1,0,2020-Apr-Week-1,13500,53550,53350,40000,13500,126650,33700,25200,13700,19100
4/2/2020 7:00,63,70,5,2,2020-Apr-Week-1,13500,53550,53350,40000,13500,126650,33700,25200,13700,19100
4/3/2020 7:00,63,71,6,2,2020-Apr-Week-1,13500,53550,53350,40000,13500,126650,33700,25200,13700,19100
4/4/2020 7:00,44,57,8,5,2020-Apr-Week-1,13500,53550,53350,40000,13500,126650,33700,25200,13700,19100
4/5/2020 7:00,74,87,11,2,2020-Apr-Week-1,13500,53550,53350,40000,13500,126650,33700,25200,13700,19100
4/6/2020 7:00,89,103,7,7,2020-Apr-Week-1,13500,53550,53350,40000,13500,126650,33700,25200,13700,19100
4/7/2020 7:00,96,113,14,3,2020-Apr-Week-1,13500,53550,53350,40000,13500,126650,33700,25200,13700,19100
4/8/2020 7:00,77,90,8,5,2020-Apr-Week-2,13500,51850,58500,38100,13500,126650,32850,25150,13700,19200
4/9/2020 7:00,189,228,34,5,2020-Apr-Week-2,13500,51850,58500,38100,13500,126650,32850,25150,13700,19200
4/10/2020 7:00,38,53,11,4,2020-Apr-Week-2,13500,51850,58500,38100,13500,126650,32850,25150,13700,19200
4/11/2020 7:00,173,190,10,7,2020-Apr-Week-2,13500,51850,58500,38100,13500,126650,32850,25150,13700,19200
4/12/2020 7:00,86,156,33,37,2020-Apr-Week-2,13500,51850,58500,38100,13500,126650,32850,25150,13700,19200
4/13/2020 7:00,127,135,7,1,2020-Apr-Week-2,13500,51850,58500,38100,13500,126650,32850,25150,13700,19200
4/14/2020 7:00,112,122,10,0,2020-Apr-Week-2,13500,51850,58500,38100,13500,126650,32850,25150,13700,19200
4/15/2020 7:00,114,143,9,20,2020-Apr-Week-3,13500,47850,57500,34100,13500,126650,32650,24750,13750,19150
4/16/2020 7:00,173,174,1,0,2020-Apr-Week-3,13500,47850,57500,34100,13500,126650,32650,24750,13750,19150
4/17/2020 7:00,128,170,7,35,2020-Apr-Week-3,13500,47850,57500,34100,13500,126650,32650,24750,13750,19150
4/18/2020 7:00,93,101,7,1,2020-Apr-Week-3,13500,47850,57500,34100,13500,126650,32650,24750,13750,19150
4/19/2020 7:00,85,113,3,25,2020-Apr-Week-3,13500,47850,57500,34100,13500,126650,32650,24750,13750,19150
4/20/2020 7:00,62,74,5,7,2020-Apr-Week-3,13500,47850,57500,34100,13500,126650,32650,24750,13750,19150
4/21/2020 7:00,122,183,2,59,2020-Apr-Week-3,13500,47850,57500,34100,13500,126650,32650,24750,13750,19150
4/22/2020 7:00,101,110,1,8,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
4/23/2020 7:00,118,122,0,4,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
4/24/2020 7:00,77,78,0,1,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
4/25/2020 7:00,52,78,19,7,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
4/26/2020 7:00,96,104,7,1,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
4/27/2020 7:00,52,66,13,1,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
4/28/2020 7:00,98,124,4,22,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
4/29/2020 7:00,35,110,0,75,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
4/30/2020 7:00,60,106,0,46,2020-Apr-Week-4,13500,46250,56850,34600,13500,126650,31900,24050,13750,19100
5/1/2020 7:00,129,135,4,2,2020-May-Week-1,13500,43550,55400,33450,13500,126650,34700,21400,13750,18900
5/2/2020 7:00,51,92,17,24,2020-May-Week-1,13500,43550,55400,33450,13500,126650,34700,21400,13750,18900
5/3/2020 7:00,12,129,5,112,2020-May-Week-1,13500,43550,55400,33450,13500,126650,34700,21400,13750,18900
5/4/2020 7:00,69,80,8,3,2020-May-Week-1,13500,43550,55400,33450,13500,126650,34700,21400,13750,18900
5/5/2020 7:00,65,132,1,66,2020-May-Week-1,13500,43550,55400,33450,13500,126650,34700,21400,13750,18900
5/6/2020 7:00,64,106,5,37,2020-May-Week-1,13500,43550,55400,33450,13500,126650,34700,21400,13750,18900
5/7/2020 7:00,70,82,8,4,2020-May-Week-1,13500,43550,55400,33450,13500,126650,34700,21400,13750,18900
5/8/2020 7:00,95,96,1,0,2020-May-Week-2,13500,40150,58200,30500,13500,126650,37350,20650,13700,18900
5/9/2020 7:00,90,98,3,5,2020-May-Week-2,13500,40150,58200,30500,13500,126650,37350,20650,13700,18900
5/10/2020 7:00,70,125,6,49,2020-May-Week-2,13500,40150,58200,30500,13500,126650,37350,20650,13700,18900
5/11/2020 7:00,66,81,6,9,2020-May-Week-2,13500,40150,58200,30500,13500,126650,37350,20650,13700,18900
5/12/2020 7:00,-14,96,2,108,2020-May-Week-2,13500,40150,58200,30500,13500,126650,37350,20650,13700,18900
5/13/2020 7:00,78,180,6,96,2020-May-Week-2,13500,40150,58200,30500,13500,126650,37350,20650,13700,18900
5/14/2020 7:00,-1,135,2,134,2020-May-Week-2,13500,40150,58200,30500,13500,126650,37350,20650,13700,18900
5/15/2020 7:00,-27,86,7,106,2020-May-Week-3,13500,39450,57800,33450,13500,137500,39250,21250,13700,18750
5/16/2020 7:00,83,101,0,18,2020-May-Week-3,13500,39450,57800,33450,13500,137500,39250,21250,13700,18750
5/17/2020 7:00,113,127,3,11,2020-May-Week-3,13500,39450,57800,33450,13500,137500,39250,21250,13700,18750
5/18/2020 7:00,79,79,0,0,2020-May-Week-3,13500,39450,57800,33450,13500,137500,39250,21250,13700,18750
5/19/2020 7:00,66,94,7,21,2020-May-Week-3,13500,39450,57800,33450,13500,137500,39250,21250,13700,18750
5/20/2020 7:00,80,84,1,3,2020-May-Week-3,13500,39450,57800,33450,13500,137500,39250,21250,13700,18750
5/21/2020 7:00,-68,70,8,130,2020-May-Week-3,13500,39450,57800,33450,13500,137500,39250,21250,13700,18750
5/22/2020 7:00,22,106,29,55,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/23/2020 7:00,56,111,1,54,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/24/2020 7:00,92,112,0,20,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/25/2020 7:00,11,76,0,65,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/26/2020 7:00,74,87,0,13,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/27/2020 7:00,85,109,8,16,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/28/2020 7:00,80,100,0,20,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/29/2020 7:00,87,125,0,38,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/30/2020 7:00,-154,108,7,255,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
5/31/2020 7:00,42,113,1,70,2020-May-Week-4,13500,38950,65850,35550,13500,137500,39900,23900,13700,18750
6/1/2020 7:00,-30,157,2,185,2020-Jun-Week-1,13500,39150,62500,32900,13500,132100,41100,23900,13700,18400
6/2/2020 7:00,-61,59,0,120,2020-Jun-Week-1,13500,39150,62500,32900,13500,132100,41100,23900,13700,18400
6/3/2020 7:00,-95,91,5,181,2020-Jun-Week-1,13500,39150,62500,32900,13500,132100,41100,23900,13700,18400
6/4/2020 7:00,88,109,0,21,2020-Jun-Week-1,13500,39150,62500,32900,13500,132100,41100,23900,13700,18400
6/5/2020 7:00,-69,70,1,138,2020-Jun-Week-1,13500,39150,62500,32900,13500,132100,41100,23900,13700,18400
6/6/2020 7:00,31,117,0,86,2020-Jun-Week-1,13500,39150,62500,32900,13500,132100,41100,23900,13700,18400
6/7/2020 7:00,-123,168,4,287,2020-Jun-Week-1,13500,39150,62500,32900,13500,132100,41100,23900,13700,18400
6/8/2020 7:00,15,90,0,75,2020-Jun-Week-2,13500,36650,58650,29000,13500,130000,42350,24150,13700,17700
6/9/2020 7:00,72,239,4,163,2020-Jun-Week-2,13500,36650,58650,29000,13500,130000,42350,24150,13700,17700
6/10/2020 7:00,23,166,2,141,2020-Jun-Week-2,13500,36650,58650,29000,13500,130000,42350,24150,13700,17700
6/11/2020 7:00,-17,131,1,147,2020-Jun-Week-2,13500,36650,58650,29000,13500,130000,42350,24150,13700,17700
6/12/2020 7:00,-30,92,4,118,2020-Jun-Week-2,13500,36650,58650,29000,13500,130000,42350,24150,13700,17700
6/13/2020 7:00,55,121,8,58,2020-Jun-Week-2,13500,36650,58650,29000,13500,130000,42350,24150,13700,17700
6/14/2020 7:00,-137,118,9,246,2020-Jun-Week-2,13500,36650,58650,29000,13500,130000,42350,24150,13700,17700
6/15/2020 7:00,28,141,2,111,2020-Jun-Week-3,13500,35850,54650,27400,13500,130000,41750,25350,13700,17200
6/16/2020 7:00,-35,97,0,132,2020-Jun-Week-3,13500,35850,54650,27400,13500,130000,41750,25350,13700,17200
6/17/2020 7:00,2,122,5,115,2020-Jun-Week-3,13500,35850,54650,27400,13500,130000,41750,25350,13700,17200
6/18/2020 7:00,11,171,30,130,2020-Jun-Week-3,13500,35850,54650,27400,13500,130000,41750,25350,13700,17200
6/19/2020 7:00,6,133,1,126,2020-Jun-Week-3,13500,35850,54650,27400,13500,130000,41750,25350,13700,17200
6/20/2020 7:00,58,189,8,123,2020-Jun-Week-3,13500,35850,54650,27400,13500,130000,41750,25350,13700,17200
6/21/2020 7:00,-94,141,1,234,2020-Jun-Week-3,13500,35850,54650,27400,13500,130000,41750,25350,13700,17200
6/22/2020 7:00,48,123,0,75,2020-Jun-Week-4,13500,33000,50500,27500,13500,128000,39750,26650,13700,16950
6/23/2020 7:00,43,160,8,109,2020-Jun-Week-4,13500,33000,50500,27500,13500,128000,39750,26650,13700,16950
6/24/2020 7:00,47,152,8,97,2020-Jun-Week-4,13500,33000,50500,27500,13500,128000,39750,26650,13700,16950
6/25/2020 7:00,-48,181,9,220,2020-Jun-Week-4,13500,33000,50500,27500,13500,128000,39750,26650,13700,16950
6/26/2020 7:00,193,197,4,0,2020-Jun-Week-4,13500,33000,50500,27500,13500,128000,39750,26650,13700,16950
6/27/2020 7:00,116,192,8,68,2020-Jun-Week-4,13500,33000,50500,27500,13500,128000,39750,26650,13700,16950
6/28/2020 7:00,-124,132,1,255,2020-Jun-Week-4,13500,33000,50500,27500,13500,128000,39750,26650,13700,16950
6/29/2020 7:00,-130,122,0,252,2020-Jun-Week-5,13500,33000,47150,27550,13500,126650,41950,26550,13700,16650
6/30/2020 7:00,-220,182,8,394,2020-Jun-Week-5,13500,33000,47150,27550,13500,126650,41950,26550,13700,16650
7/1/2020 7:00,47,215,0,168,2020-Jul-Week-1,13500,29500,44500,28600,13500,126650,39600,26150,13750,16250
7/2/2020 7:00,2,200,6,192,2020-Jul-Week-1,13500,29500,44500,28600,13500,126650,39600,26150,13750,16250
7/3/2020 7:00,-105,140,5,240,2020-Jul-Week-1,13500,29500,44500,28600,13500,126650,39600,26150,13750,16250
7/4/2020 7:00,-50,218,0,268,2020-Jul-Week-1,13500,29500,44500,28600,13500,126650,39600,26150,13750,16250
7/5/2020 7:00,-36,255,5,286,2020-Jul-Week-1,13500,29500,44500,28600,13500,126650,39600,26150,13750,16250
7/6/2020 7:00,-153,221,0,374,2020-Jul-Week-1,13500,29500,44500,28600,13500,126650,39600,26150,13750,16250
7/7/2020 7:00,-61,193,12,242,2020-Jul-Week-1,13500,29500,44500,28600,13500,126650,39600,26150,13750,16250
7/8/2020 7:00,197,350,6,147,2020-Jul-Week-2,13500,28350,42500,28650,13500,126650,37150,26350,13750,16000
7/9/2020 7:00,48,277,6,223,2020-Jul-Week-2,13500,28350,42500,28650,13500,126650,37150,26350,13750,16000
7/10/2020 7:00,72,252,0,180,2020-Jul-Week-2,13500,28350,42500,28650,13500,126650,37150,26350,13750,16000
7/11/2020 7:00,158,383,10,215,2020-Jul-Week-2,13500,28350,42500,28650,13500,126650,37150,26350,13750,16000
7/12/2020 7:00,226,395,10,159,2020-Jul-Week-2,13500,28350,42500,28650,13500,126650,37150,26350,13750,16000
7/13/2020 7:00,66,281,7,208,2020-Jul-Week-2,13500,28350,42500,28650,13500,126650,37150,26350,13750,16000
7/14/2020 7:00,142,266,4,120,2020-Jul-Week-2,13500,28350,42500,28650,13500,126650,37150,26350,13750,16000
7/15/2020 7:00,49,251,5,197,2020-Jul-Week-3,13500,28350,37500,27350,13500,126650,34600,26350,13800,15700
7/16/2020 7:00,166,309,8,135,2020-Jul-Week-3,13500,28350,37500,27350,13500,126650,34600,26350,13800,15700
7/17/2020 7:00,112,257,6,139,2020-Jul-Week-3,13500,28350,37500,27350,13500,126650,34600,26350,13800,15700
7/18/2020 7:00,210,339,8,121,2020-Jul-Week-3,13500,28350,37500,27350,13500,126650,34600,26350,13800,15700
7/19/2020 7:00,-17,319,9,327,2020-Jul-Week-3,13500,28350,37500,27350,13500,126650,34600,26350,13800,15700
7/20/2020 7:00,217,381,9,155,2020-Jul-Week-3,13500,28350,37500,27350,13500,126650,34600,26350,13800,15700
7/21/2020 7:00,158,432,8,266,2020-Jul-Week-3,13500,28350,37500,27350,13500,126650,34600,26350,13800,15700
7/22/2020 7:00,15,387,5,367,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/23/2020 7:00,292,462,2,168,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/24/2020 7:00,19,293,4,270,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/25/2020 7:00,194,369,0,175,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/26/2020 7:00,219,384,4,161,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/27/2020 7:00,379,501,10,112,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/28/2020 7:00,19,409,16,374,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/29/2020 7:00,353,617,14,250,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/30/2020 7:00,190,397,19,188,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
7/31/2020 7:00,11,430,14,405,2020-Jul-Week-4,13500,29350,36900,31350,13500,126850,34700,25950,13850,15500
8/1/2020 7:00,-324,368,12,680,2020-Aug-Week-1,13500,30700,37350,33000,13500,126650,34400,25300,13850,15500
8/2/2020 7:00,236,377,0,141,2020-Aug-Week-1,13500,30700,37350,33000,13500,126650,34400,25300,13850,15500
8/3/2020 7:00,322,472,16,134,2020-Aug-Week-1,13500,30700,37350,33000,13500,126650,34400,25300,13850,15500
8/4/2020 7:00,172,410,14,224,2020-Aug-Week-1,13500,30700,37350,33000,13500,126650,34400,25300,13850,15500
8/5/2020 7:00,-39,354,14,379,2020-Aug-Week-1,13500,30700,37350,33000,13500,126650,34400,25300,13850,15500
8/6/2020 7:00,295,556,13,248,2020-Aug-Week-1,13500,30700,37350,33000,13500,126650,34400,25300,13850,15500
8/7/2020 7:00,457,665,12,196,2020-Aug-Week-1,13500,30700,37350,33000,13500,126650,34400,25300,13850,15500
8/8/2020 7:00,166,686,11,509,2020-Aug-Week-2,13500,30850,35850,32000,13500,126650,32400,25250,13850,15500
8/9/2020 7:00,-126,440,6,560,2020-Aug-Week-2,13500,30850,35850,32000,13500,126650,32400,25250,13850,15500
8/10/2020 7:00,252,433,2,179,2020-Aug-Week-2,13500,30850,35850,32000,13500,126650,32400,25250,13850,15500
8/11/2020 7:00,266,462,12,184,2020-Aug-Week-2,13500,30850,35850,32000,13500,126650,32400,25250,13850,15500
8/12/2020 7:00,-308,529,15,822,2020-Aug-Week-2,13500,30850,35850,32000,13500,126650,32400,25250,13850,15500
8/13/2020 7:00,197,608,11,400,2020-Aug-Week-2,13500,30850,35850,32000,13500,126650,32400,25250,13850,15500
8/14/2020 7:00,-160,538,4,694,2020-Aug-Week-2,13500,30850,35850,32000,13500,126650,32400,25250,13850,15500
8/15/2020 7:00,50,583,6,527,2020-Aug-Week-3,13450,33350,32500,30850,13450,126650,32100,25150,13850,15500
8/16/2020 7:00,-137,518,1,654,2020-Aug-Week-3,13450,33350,32500,30850,13450,126650,32100,25150,13850,15500
8/17/2020 7:00,329,552,14,209,2020-Aug-Week-3,13450,33350,32500,30850,13450,126650,32100,25150,13850,15500
8/18/2020 7:00,-95,513,19,589,2020-Aug-Week-3,13450,33350,32500,30850,13450,126650,32100,25150,13850,15500
8/19/2020 7:00,-37,551,18,570,2020-Aug-Week-3,13450,33350,32500,30850,13450,126650,32100,25150,13850,15500
8/20/2020 7:00,-151,594,16,729,2020-Aug-Week-3,13450,33350,32500,30850,13450,126650,32100,25150,13850,15500
8/21/2020 7:00,206,657,16,435,2020-Aug-Week-3,13450,33350,32500,30850,13450,126650,32100,25150,13850,15500
8/22/2020 7:00,-82,588,17,653,2020-Aug-Week-4,13450,35000,33000,29150,13450,126650,29550,24850,14050,15500
8/23/2020 7:00,-96,614,17,693,2020-Aug-Week-4,13450,35000,33000,29150,13450,126650,29550,24850,14050,15500
8/24/2020 7:00,-1284,633,16,1901,2020-Aug-Week-4,13450,35000,33000,29150,13450,126650,29550,24850,14050,15500
8/25/2020 7:00,97,638,15,526,2020-Aug-Week-4,13450,35000,33000,29150,13450,126650,29550,24850,14050,15500
8/26/2020 7:00,-58,713,7,764,2020-Aug-Week-4,13450,35000,33000,29150,13450,126650,29550,24850,14050,15500
8/27/2020 7:00,-790,760,11,1539,2020-Aug-Week-4,13450,35000,33000,29150,13450,126650,29550,24850,14050,15500
8/28/2020 7:00,-21,869,10,880,2020-Aug-Week-4,13450,35000,33000,29150,13450,126650,29550,24850,14050,15500
8/29/2020 7:00,243,861,18,600,2020-Aug-Week-5,13450,35850,34150,30100,13450,126650,30500,24300,14100,15400
8/30/2020 7:00,717,1094,9,368,2020-Aug-Week-5,13450,35850,34150,30100,13450,126650,30500,24300,14100,15400
8/31/2020 7:00,633,1049,14,402,2020-Aug-Week-5,13450,35850,34150,30100,13450,126650,30500,24300,14100,15400
9/1/2020 7:00,147,901,17,737,2020-Sep-Week-1,13450,36650,35000,33750,13450,126650,31250,23450,14500,15100
9/2/2020 7:00,558,1054,17,479,2020-Sep-Week-1,13450,36650,35000,33750,13450,126650,31250,23450,14500,15100
9/3/2020 7:00,642,1359,15,702,2020-Sep-Week-1,13450,36650,35000,33750,13450,126650,31250,23450,14500,15100
9/4/2020 7:00,51,880,6,823,2020-Sep-Week-1,13450,36650,35000,33750,13450,126650,31250,23450,14500,15100
9/5/2020 7:00,132,877,14,731,2020-Sep-Week-1,13450,36650,35000,33750,13450,126650,31250,23450,14500,15100
9/6/2020 7:00,361,1176,10,805,2020-Sep-Week-1,13450,36650,35000,33750,13450,126650,31250,23450,14500,15100
9/7/2020 7:00,362,1046,22,662,2020-Sep-Week-1,13450,36650,35000,33750,13450,126650,31250,23450,14500,15100
9/8/2020 7:00,62,1014,21,931,2020-Sep-Week-2,13450,36150,34500,35400,13450,126650,30350,22700,14550,15100
9/9/2020 7:00,143,1004,17,844,2020-Sep-Week-2,13450,36150,34500,35400,13450,126650,30350,22700,14550,15100
9/10/2020 7:00,249,1274,17,1008,2020-Sep-Week-2,13450,36150,34500,35400,13450,126650,30350,22700,14550,15100
9/11/2020 7:00,43,964,17,904,2020-Sep-Week-2,13450,36150,34500,35400,13450,126650,30350,22700,14550,15100
9/12/2020 7:00,522,1205,18,665,2020-Sep-Week-2,13450,36150,34500,35400,13450,126650,30350,22700,14550,15100
9/13/2020 7:00,418,1380,5,957,2020-Sep-Week-2,13450,36150,34500,35400,13450,126650,30350,22700,14550,15100
9/14/2020 7:00,-659,879,27,1511,2020-Sep-Week-2,13450,36150,34500,35400,13450,126650,30350,22700,14550,15100
9/15/2020 7:00,61,1076,33,982,2020-Sep-Week-3,13450,36150,33650,34850,13450,126650,31000,21950,14800,14900
9/16/2020 7:00,117,1294,31,1146,2020-Sep-Week-3,13450,36150,33650,34850,13450,126650,31000,21950,14800,14900
9/17/2020 7:00,351,1113,14,748,2020-Sep-Week-3,13450,36150,33650,34850,13450,126650,31000,21950,14800,14900
9/18/2020 7:00,200,1258,22,1036,2020-Sep-Week-3,13450,36150,33650,34850,13450,126650,31000,21950,14800,14900
9/19/2020 7:00,-54,988,10,1032,2020-Sep-Week-3,13450,36150,33650,34850,13450,126650,31000,21950,14800,14900
9/20/2020 7:00,55,1138,14,1069,2020-Sep-Week-3,13450,36150,33650,34850,13450,126650,31000,21950,14800,14900
9/21/2020 7:00,29,1352,29,1294,2020-Sep-Week-3,13450,36150,33650,34850,13450,126650,31000,21950,14800,14900
9/22/2020 7:00,357,1236,30,849,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
9/23/2020 7:00,2,1135,28,1105,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
9/24/2020 7:00,-138,1044,20,1162,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
9/25/2020 7:00,-468,1171,13,1626,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
9/26/2020 7:00,547,1323,12,764,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
9/27/2020 7:00,-90,1217,13,1294,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
9/28/2020 7:00,-442,898,9,1331,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
9/29/2020 7:00,96,1238,21,1121,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
9/30/2020 7:00,-306,1159,13,1452,2020-Sep-Week-4,13450,36250,33100,38150,13450,126650,30450,21550,14850,14900
10/1/2020 7:00,129,1253,6,1118,2020-Oct-Week-1,13450,35000,37500,45600,13450,126650,30550,20800,14800,15000
10/2/2020 7:00,520,1198,3,675,2020-Oct-Week-1,13450,35000,37500,45600,13450,126650,30550,20800,14800,15000
10/3/2020 7:00,71,1265,4,1190,2020-Oct-Week-1,13450,35000,37500,45600,13450,126650,30550,20800,14800,15000
10/4/2020 7:00,354,1398,13,1031,2020-Oct-Week-1,13450,35000,37500,45600,13450,126650,30550,20800,14800,15000
10/5/2020 7:00,26,1022,16,980,2020-Oct-Week-1,13450,35000,37500,45600,13450,126650,30550,20800,14800,15000
10/6/2020 7:00,59,1106,31,1016,2020-Oct-Week-1,13450,35000,37500,45600,13450,126650,30550,20800,14800,15000
10/7/2020 7:00,209,1211,15,987,2020-Oct-Week-1,13450,35000,37500,45600,13450,126650,30550,20800,14800,15000
10/8/2020 7:00,118,1182,17,1047,2020-Oct-Week-2,13450,35350,39850,48500,13450,126650,31750,22200,14750,15000
10/9/2020 7:00,73,943,21,849,2020-Oct-Week-2,13450,35350,39850,48500,13450,126650,31750,22200,14750,15000
10/10/2020 7:00,-41,1259,16,1284,2020-Oct-Week-2,13450,35350,39850,48500,13450,126650,31750,22200,14750,15000
10/11/2020 7:00,309,1389,18,1062,2020-Oct-Week-2,13450,35350,39850,48500,13450,126650,31750,22200,14750,15000
10/12/2020 7:00,73,1211,25,1113,2020-Oct-Week-2,13450,35350,39850,48500,13450,126650,31750,22200,14750,15000
